word_in_doc,similarity,actual_medical_word
all,86,Fall
bleeding,88,Bleeding
old,86,Cold
out,86,Gout
bleeding,88,Bleeding
out,86,Gout
out,86,Gout
all,86,Fall
out,86,Gout
old,86,Cold
out,86,Gout
eating,86,Sweating
old,86,Cold
weight gain,91,Weight gain
all,86,Fall
out,86,Gout
itching,88,Twitching
all,86,Fall
itching,88,Twitching
all,86,Fall
arrhythmias,86,Arrhythmia
old,86,Cold
old,86,Cold
out,86,Gout
out,86,Gout
switching,89,Twitching
old,86,Cold
out,86,Gout
old,86,Cold
old,86,Cold
old,86,Cold
nervous,86,Nervous
all,86,Fall
all,86,Fall
all,86,Fall
out,86,Gout
out,86,Gout
cataract,88,Cataract
"bloated feeling,",90,Bloated feeling
heartburn,89,Heartburn
bleeding,88,Bleeding
all,86,Fall
all,86,Fall
old,86,Cold
her discomfort,87,Chest discomfort
discomfort,90,Discomfort
Cancer,100,Cancer
and fractured,92,Hand fracture
and fracture,96,Hand fracture
fracture,88,Fracture
migraine,88,Migraine
numbness,88,Numbness
tingling,88,Stinging
migraine,88,Migraine
Meaning,86,Moaning
numbness,88,Numbness
old,86,Cold
all,86,Fall
old,86,Cold
old,86,Cold
old,86,Cold
all,86,Fall
all,86,Fall
old,86,Cold
out,86,Gout
out,86,Gout
age,86,Rage
age,86,Rage
old,86,Cold
out,86,Gout
frustration,91,Frustration
all,86,Fall
all,86,Fall
all,86,Fall
age,86,Rage
frustration,91,Frustration
out,86,Gout
old,86,Cold
ever,89,Fever
all,86,Fall
out,86,Gout
old,86,Cold
out,86,Gout
dehydration,91,Dehydration
Anxiety,100,Anxiety
Panic Attacks,92,Panic attacks
old,86,Cold
old,86,Cold
age,86,Rage
all,86,Fall
Could,89,Cold
overweight,90,Overweight
anxiety,86,Anxiety
all,86,Fall
ADHD,100,ADHD
ADHD?,89,ADHD
weight loss,91,Weight loss
eating,86,Sweating
eating,86,Sweating
all,86,Fall
weight loss,91,Weight loss
old,86,Cold
age,86,Rage
overweight,90,Overweight
old,86,Cold
discolouration,88,Gum discolouration
a pain,86,Ear pain
tiredness,89,Tiredness
old,86,Cold
out,86,Gout
shingles,88,Shingles
all,86,Fall
all,86,Fall
old,86,Cold
ADHD,100,ADHD
old,86,Cold
old,86,Cold
out,86,Gout
all,86,Fall
out,86,Gout
out,86,Gout
abdominal pain,93,Abdominal pain
ever,89,Fever
all,86,Fall
feeling sick,92,Feeling sick
bleeding,88,Bleeding
Could,89,Cold
all,86,Fall
old,86,Cold
all,86,Fall
old,86,Cold
out,86,Gout
old,86,Cold
out,86,Gout
all,86,Fall
old,86,Cold
incoherent,90,Incoherent
all,86,Fall
ever,89,Fever
out,86,Gout
Got,86,Gout
ever,89,Fever
burning sensation,94,Burning sensation
Got,86,Gout
itching,88,Twitching
vaginal discharge,94,Vaginal discharge
itching,88,Twitching
yeast infection,93,Yeast infection
infection,89,Infection
Got,86,Gout
itching,88,Twitching
itching,88,Twitching
and burning,87,Pain burning
psoriasis,89,Psoriasis
yeast infection,93,Yeast infection
infection,89,Infection
nightmare,89,Nightmare
all,86,Fall
a discomfort,92,Ear discomfort
discomfort,90,Discomfort
old,86,Cold
yeast infection,93,Yeast infection
infection,89,Infection
psoriasis,89,Psoriasis
all,86,Fall
blood pressure,88,Low blood pressure
out,86,Gout
Could,89,Cold
all,86,Fall
weight loss,91,Weight loss
nutrition,86,Malnutrition
all,86,Fall
oil,86,Boil
bleeding,88,Bleeding
a Miscarriage,92,Miscarriage
Miscarriage,100,Miscarriage
ever,89,Fever
all,86,Fall
all,86,Fall
blood pressure,88,Low blood pressure
bleeding,88,Bleeding
awful periods,86,Painful periods
blood pressure,88,Low blood pressure
out,86,Gout
Could,89,Cold
ever,89,Fever
infertility,91,Infertility
all,86,Fall
ever,89,Fever
old,86,Cold
nervous,86,Nervous
old,86,Cold
all,86,Fall
all,86,Fall
out,86,Gout
ear,86,Fear
eating,86,Sweating
Could,89,Cold
Could,89,Cold
Could,89,Cold
old,86,Cold
all,86,Fall
discomfort,90,Discomfort
all,86,Fall
lightheaded,87,Light-headed
out,86,Gout
bleeding,88,Bleeding
out,86,Gout
headache,88,Headache
eye injury,90,Eye injury
double vision,92,Double vision
head injury,91,Head injury
head injury,91,Head injury
Could,89,Cold
head injury?,87,Head injury
out,86,Gout
all,86,Fall
screaming,89,Screaming
all,86,Fall
age,86,Rage
old,86,Cold
out,86,Gout
old,86,Cold
screaming,89,Screaming
old,86,Cold
old,86,Cold
nervous,86,Nervous
ever,89,Fever
out,86,Gout
screaming,89,Screaming
old,86,Cold
all,86,Fall
out,86,Gout
ever,89,Fever
old,86,Cold
out,86,Gout
buring sensation,91,Burning sensation
all,86,Fall
ever,89,Fever
out,86,Gout
out,86,Gout
out,86,Gout
out,86,Gout
out,86,Gout
all,86,Fall
out,86,Gout
all,86,Fall
eating,86,Sweating
old,86,Cold
all,86,Fall
incontinence,92,Incontinence
all,86,Fall
out,86,Gout
fracture,88,Fracture
age,86,Rage
out,86,Gout
yeast infection,93,Yeast infection
infection,89,Infection
my discharge,88,Eye discharge
discomfortI,86,Discomfort
the discomfort,87,Chest discomfort
discomfort,90,Discomfort
all,86,Fall
stinging,88,Stinging
redness,88,Tiredness
regular period,90,Irregular periods
out,86,Gout
all,86,Fall
out,86,Gout
brain tumor,91,Brain tumor
stomach pain,92,Stomach pain
ever,89,Fever
all,86,Fall
all,86,Fall
miscarriage,91,Miscarriage
nervous,86,Nervous
all,86,Fall
out,86,Gout
all,86,Fall
all,86,Fall
all,86,Fall
all,86,Fall
diarrhea,88,Diarrhea
old,86,Cold
old,86,Cold
old,86,Cold
old,86,Cold
old,86,Cold
"night sweats,",88,Night sweats
out,86,Gout
out,86,Gout
ever,89,Fever
out,86,Gout
old,86,Cold
old,86,Cold
old,86,Cold
out,86,Gout
out,86,Gout
aortic aneurysm,93,Aortic aneurysm
aneurysm,88,Aneurysm
headache,88,Headache
out,86,Gout
yeast infection,93,Yeast infection
infection,89,Infection
bleeding,88,Bleeding
stinging,88,Stinging
ever,89,Fever
out,86,Gout
Could,89,Cold
emotional problem?,89,Emotional problems
sagging,86,Gagging
out,86,Gout
out,86,Gout
old,86,Cold
old,86,Cold
knee pain,89,Knee pain
Could,89,Cold
tingling,88,Stinging
all,86,Fall
all,86,Fall
tingling,88,Stinging
"discomfort,",86,Discomfort
stinging,88,Stinging
blister,86,Blister
Could,89,Cold
the discomfort,87,Chest discomfort
discomfort,90,Discomfort
old,86,Cold
weight loss,91,Weight loss
eating,86,Sweating
out,86,Gout
eating,86,Sweating
out,86,Gout
ever,89,Fever
out,86,Gout
Could,89,Cold
out,86,Gout
ever,89,Fever
out,86,Gout
ever,89,Fever
allergic reaction,94,Allergic reaction
out,86,Gout
miscarriage?,87,Miscarriage
regular period,90,Irregular periods
all,86,Fall
all,86,Fall
painful intercourse???,88,Painful intercourse
miscarriage,91,Miscarriage
miscarriage,91,Miscarriage
out,86,Gout
out,86,Gout
out,86,Gout
nauseous,88,Nauseous
out,86,Gout
out,86,Gout
Could,89,Cold
old,86,Cold
all,86,Fall
out,86,Gout
hair loss,89,Hair loss
Anger,100,Anger
bad breath,90,Bad breath
all,86,Fall
irritable,89,Irritable
"overweight,",86,Overweight
out,86,Gout
old,86,Cold
swelling,88,Swelling
redness,88,Tiredness
all,86,Fall
out,86,Gout
old,86,Cold
old,86,Cold
old,86,Cold
Could,89,Cold
eating,86,Sweating
all,86,Fall
bruising,88,Bruising
swelling,88,Swelling
swelling,88,Swelling
all,86,Fall
nagging,86,Gagging
all,86,Fall
Asthma,100,Asthma
Asthma,100,Asthma
Asthma,100,Asthma
out,86,Gout
out,86,Gout
on Infertility,88,Infertility
Infertility,100,Infertility
infertility,91,Infertility
out,86,Gout
out,86,Gout
infertility,91,Infertility
all,86,Fall
out,86,Gout
old,86,Cold
out,86,Gout
out,86,Gout
old,86,Cold
all,86,Fall
eating,86,Sweating
eating,86,Sweating
all,86,Fall
blurred vision,93,Blurred vision
out,86,Gout
out,86,Gout
a burning,86,Pain burning
infection,89,Infection
old,86,Cold
all,86,Fall
diabetes,88,Diabetes
old,86,Cold
all,86,Fall
all,86,Fall
all,86,Fall
all,86,Fall
all,86,Fall
all,86,Fall
Got,86,Gout
ear,86,Fear
all,86,Fall
all,86,Fall
all,86,Fall
all,86,Fall
all,86,Fall
ever,89,Fever
all,86,Fall
all,86,Fall
discomfort,90,Discomfort
all,86,Fall
all,86,Fall
nagging,86,Gagging
out,86,Gout
"respiratory distress,",93,Respiratory distress
vomiting,88,Vomiting
diarrhea,88,Diarrhea
all,86,Fall
old,86,Cold
all,86,Fall
out,86,Gout
out,86,Gout
breast cancerIf,86,Breast cancer
"breast cancer,",89,Breast cancer
all,86,Fall
out,86,Gout
breast cancer,92,Breast cancer
nervous,86,Nervous
"breast cancer,",89,Breast cancer
breast cancer,92,Breast cancer
nervous,86,Nervous
a burning,86,Pain burning
burning sensation,94,Burning sensation
Could,89,Cold
all,86,Fall
ever,89,Fever
fatigue,86,Fatigue
ever,89,Fever
hypothyroidism,93,Hypothyroidism
"Dizziness,",95,Dizziness
visual disturbances,92,Visual disturbance
Back in,88,Back pain
out,86,Gout
all,86,Fall
all,86,Fall
Could,89,Cold
old,86,Cold
cataract,88,Cataract
all,86,Fall
out,86,Gout
old,86,Cold
all,86,Fall
all,86,Fall
hot flashes,91,Hot flashes
diarrhea,88,Diarrhea
drug interactions,91,Drug interaction
old,86,Cold
out,86,Gout
all,86,Fall
old,86,Cold
bad mood,88,Bad mood
mood swings,91,Mood swings
hot flushes,91,Hot flushes
hot flushes,91,Hot flushes
all,86,Fall
all,86,Fall
all,86,Fall
out,86,Gout
ever,89,Fever
feeling sick,92,Feeling sick
nose bleed,90,Nose bleed
out,86,Gout
all,86,Fall
all,86,Fall
old,86,Cold
shooting pains,89,Shooting pain
out,86,Gout
old,86,Cold
out,86,Gout
out,86,Gout
out,86,Gout
confused,88,Confused
out,86,Gout
confused,88,Confused
bleeding,88,Bleeding
all,86,Fall
out,86,Gout
tingling,88,Stinging
ever,89,Fever
ever,89,Fever
back pain,89,Back pain
and infection,86,Wound infection
infection,89,Infection
all,86,Fall
all,86,Fall
all,86,Fall
cataracts,89,Cataracts
conjunctavitis,86,Conjunctivitis
dry eyes,88,Dry eyes
all,86,Fall
old,86,Cold
age,86,Rage
out,86,Gout
all,86,Fall
all,86,Fall
old,86,Cold
ADD,86,ADHD
out,86,Gout
out,86,Gout
old,86,Cold
old,86,Cold
age,86,Rage
out,86,Gout
out,86,Gout
all,86,Fall
shingles,88,Shingles
out,86,Gout
out,86,Gout
out,86,Gout
shingles,88,Shingles
out,86,Gout
out,86,Gout
panic attacks,92,Panic attacks
Shingles,100,Shingles
shingles,88,Shingles
out,86,Gout
shingles,88,Shingles
old,86,Cold
old,86,Cold
out,86,Gout
old,86,Cold
old,86,Cold
aneurysm,88,Aneurysm
an infection,88,Ear infection
infection,89,Infection
infection,89,Infection
Could,89,Cold
the infection,86,Chest infection
infection,89,Infection
irregular periods,94,Irregular periods
out,86,Gout
out,86,Gout
Could,89,Cold
out,86,Gout
irregular periodsi,91,Irregular periods
all,86,Fall
out,86,Gout
stomach pain,92,Stomach pain
back pain,89,Back pain
Could,89,Cold
old,86,Cold
Shooting pain,100,Shooting pain
out,86,Gout
out,86,Gout
headache,88,Headache
out,86,Gout
eating,86,Sweating
bleeding,88,Bleeding
miscarriage,91,Miscarriage
out,86,Gout
all,86,Fall
all,86,Fall
fertility,90,Infertility
fertility,90,Infertility
"fertility,",86,Infertility
oil,86,Boil
out,86,Gout
fertility,90,Infertility
miscarriage,91,Miscarriage
out,86,Gout
all,86,Fall
all,86,Fall
miscarriage,91,Miscarriage
runny nose,90,Runny nose
no difference,88,Indifference
difference,91,Indifference
drowsiness,90,Drowsiness
out,86,Gout
Sleep,91,Sleepy
Infection,100,Infection
The infection,86,Chest infection
infection,89,Infection
all,86,Fall
all,86,Fall
a pain,86,Ear pain
all,86,Fall
jaw fracture?,88,Jaw fracture
old,86,Cold
all,86,Fall
blister,86,Blister
blister,86,Blister
eating,86,Sweating
painful urination,94,Painful urination
out,86,Gout
all,86,Fall
out,86,Gout
coughing,88,Coughing
coughing,88,Coughing
swelling,88,Swelling
sore throat,91,Sore throat
an infection,88,Ear infection
infection,89,Infection
Got,86,Gout
tenderness,90,Tenderness
Sciatic,93,Sciatica
old,86,Cold
all,86,Fall
itching,88,Twitching
old,86,Cold
all,86,Fall
sweating,88,Sweating
heart attack),88,Heart attack
the discomfort,87,Chest discomfort
discomfort,90,Discomfort
no discomfort,86,Foot discomfort
discomfort,90,Discomfort
headache,88,Headache
night sweats,92,Night sweats
infection,89,Infection
the infection,86,Chest infection
infection,89,Infection
my infection,88,Eye infection
infection,89,Infection
Could,89,Cold
Could,89,Cold
hypothyroidism,93,Hypothyroidism
all,86,Fall
out,86,Gout
difference,91,Indifference
out,86,Gout
all,86,Fall
blood pressure,88,Low blood pressure
panic attacks,92,Panic attacks
blood pressure,88,Low blood pressure
chest pains,86,Chest pain
old,86,Cold
ever,89,Fever
Could,89,Cold
sickness,88,Sickness
Could,89,Cold
old,86,Cold
out,86,Gout
old,86,Cold
old,86,Cold
old,86,Cold
old,86,Cold
all,86,Fall
numbness,88,Numbness
all,86,Fall
out,86,Gout
ever,89,Fever
out,86,Gout
out,86,Gout
fight terrorism,86,Night terrors
out,86,Gout
all,86,Fall
out,86,Gout
out,86,Gout
leaked out,86,Blacked out
out,86,Gout
difference,91,Indifference
all,86,Fall
out,86,Gout
all,86,Fall
cataracts,89,Cataracts
all,86,Fall
old,86,Cold
out,86,Gout
all,86,Fall
burning sensation,94,Burning sensation
all,86,Fall
old,86,Cold
out,86,Gout
out,86,Gout
out,86,Gout
stomache pain,88,Stomach pain
kidney stone,92,Kidney stone
all,86,Fall
out,86,Gout
all,86,Fall
olvarian cyst,88,Ovarian cyst
out,86,Gout
stomache pain,88,Stomach pain
out,86,Gout
ever,89,Fever
all,86,Fall
old,86,Cold
age,86,Rage
all,86,Fall
all,86,Fall
old,86,Cold
a mood,86,Bad mood
Could,89,Cold
old,86,Cold
age,86,Rage
all,86,Fall
all,86,Fall
numbness,88,Numbness
all,86,Fall
tingling,88,Stinging
out,86,Gout
diabetes,88,Diabetes
old,86,Cold
out,86,Gout
old,86,Cold
old,86,Cold
age,86,Rage
old,86,Cold
breast cancer,92,Breast cancer
shingles,88,Shingles
vomiting,88,Vomiting
breast cancer,92,Breast cancer
old,86,Cold
out,86,Gout
out,86,Gout
all,86,Fall
out,86,Gout
all,86,Fall
out,86,Gout
out,86,Gout
out,86,Gout
numbness,88,Numbness
allergy,86,Allergy
allergy,86,Allergy
regular period,90,Irregular periods
heavy period,88,Heavy periods
heavy period,88,Heavy periods
out,86,Gout
bleeding,88,Bleeding
nauseous,88,Nauseous
nauseous,88,Nauseous
Could,89,Cold
bleeding,88,Bleeding
discomfort,90,Discomfort
all,86,Fall
out,86,Gout
out,86,Gout
Could,89,Cold
old,86,Cold
"ADHD,",89,ADHD
out,86,Gout
headache,88,Headache
old,86,Cold
out,86,Gout
Starting,93,Staring
an infection,88,Ear infection
infection,89,Infection
yeast infeciton,87,Yeast infection
all,86,Fall
bleeding,88,Bleeding
ever,89,Fever
yeast infection,93,Yeast infection
infection,89,Infection
old,86,Cold
ever,89,Fever
out,86,Gout
ever,89,Fever
out,86,Gout
old,86,Cold
all,86,Fall
out,86,Gout
normal behavoiur,88,Abnormal behaviour
old,86,Cold
all,86,Fall
night terrors,92,Night terrors
out,86,Gout
age,86,Rage
out,86,Gout
confused,88,Confused
old,86,Cold
old,86,Cold
Cancer,100,Cancer
Breast Cancer,92,Breast cancer
Cancer,100,Cancer
Spain,91,Sprain
old,86,Cold
all,86,Fall
"vision loss,",87,Vision loss
fertility,90,Infertility
"lung cancer""",87,Lung cancer
lymphoma,88,Lymphoma
Breast Cancer,92,Breast cancer
Cancer,100,Cancer
Cancer,100,Cancer
breast cancer,92,Breast cancer
Poisoning,100,Poisoning
Single,86,Shingles
gastric cancer:,90,Gastric cancer
lymphoma,88,Lymphoma
Lymphoma,100,Lymphoma
old,86,Cold
out,86,Gout
all,86,Fall
all,86,Fall
my Psoriasis,86,Psoriasis
Psoriasis,100,Psoriasis
"Psoriatic Arthritis,",92,Psoriatic arthritis
"Arthritis,",95,Arthritis
ever,89,Fever
unconciousness,90,Unconsciousness
seizure,86,Seizure
all,86,Fall
all,86,Fall
all,86,Fall
ever,89,Fever
art,86,Wart
weight gain,91,Weight gain
ever,89,Fever
old,86,Cold
out,86,Gout
all,86,Fall
all,86,Fall
age,86,Rage
old,86,Cold
out,86,Gout
old,86,Cold
out,86,Gout
out,86,Gout
screaming,89,Screaming
out,86,Gout
ever,89,Fever
ever,89,Fever
all,86,Fall
out,86,Gout
out,86,Gout
out,86,Gout
out,86,Gout
all,86,Fall
out,86,Gout
out,86,Gout
out,86,Gout
all,86,Fall
difference,91,Indifference
lagging,86,Gagging
all,86,Fall
out,86,Gout
out,86,Gout
ever,89,Fever
out,86,Gout
out,86,Gout
out,86,Gout
MS,100,MS
MS,100,MS
ever,89,Fever
miscarriages,87,Miscarriage
nervous,86,Nervous
all,86,Fall
ever,89,Fever
old,86,Cold
out,86,Gout
screaming,89,Screaming
all,86,Fall
old,86,Cold
emotional problems,94,Emotional problems
and mood,88,Bad mood
out,86,Gout
old,86,Cold
old,86,Cold
"kidney cancer,",89,Kidney cancer
all,86,Fall
out,86,Gout
out,86,Gout
all,86,Fall
age,86,Rage
out,86,Gout
out,86,Gout
out,86,Gout
old,86,Cold
MS,100,MS
bronchitis,90,Bronchitis
or infection,88,Ear infection
infection,89,Infection
nauseous,88,Nauseous
"dehydration,",87,Dehydration
an injury,86,Brain injury
old,86,Cold
all,86,Fall
all,86,Fall
out,86,Gout
out,86,Gout
all,86,Fall
all,86,Fall
all,86,Fall
age,86,Rage
all,86,Fall
all,86,Fall
ADHD,100,ADHD
out,86,Gout
infection,89,Infection
all,86,Fall
all,86,Fall
age,86,Rage
abdominal pain,93,Abdominal pain
ovarian cysts,88,Ovarian cyst
ever,89,Fever
"buttock pain,",88,Buttock pain
back pain,89,Back pain
palpitations,92,Palpitations
lightheadedness,93,Lightheadedness
spaced out,90,Spaced out
out,86,Gout
back pain,89,Back pain
weird feeling,92,Weird feeling
period pains,92,Period pains
old,86,Cold
old,86,Cold
old,86,Cold
old,86,Cold
out,86,Gout
all,86,Fall
all,86,Fall
weight loss,91,Weight loss
Fall,100,Fall
all,86,Fall
itching,88,Twitching
a sensitivity,86,Sun sensitivity
Brushing,88,Bruising
out,86,Gout
all,86,Fall
itching,88,Twitching
out,86,Gout
all,86,Fall
allergy,86,Allergy
itching,88,Twitching
all,86,Fall
allergy,86,Allergy
Could,89,Cold
old,86,Cold
in discomfort,93,Skin discomfort
discomfort,90,Discomfort
old,86,Cold
out,86,Gout
all,86,Fall
out,86,Gout
eating,86,Sweating
back ache,89,Back ache
irregular periodsIts,86,Irregular periods
addiction,89,Addiction
abdominal pain,93,Abdominal pain
out,86,Gout
all,86,Fall
out,86,Gout
all,86,Fall
old,86,Cold
ever,89,Fever
old,86,Cold
peridontal disease,92,Periodontal disease
eating,86,Sweating
all,86,Fall
nauseous,88,Nauseous
all,86,Fall
hypothyroidism,93,Hypothyroidism
out,86,Gout
hypothyroidism,93,Hypothyroidism
out,86,Gout
old,86,Cold
shaking,86,Shaking
old,86,Cold
breast tenderness,94,Breast tenderness
tenderness,90,Tenderness
regular periods,94,Irregular periods
all,86,Fall
all,86,Fall
out,86,Gout
headache,88,Headache
out,86,Gout
headache,88,Headache
diarrhea,88,Diarrhea
diarrhea,88,Diarrhea
eating,86,Sweating
stinging,88,Stinging
bruising,88,Bruising
stinging,88,Stinging
anxiety,86,Anxiety
out,86,Gout
overweight,90,Overweight
ever,89,Fever
old,86,Cold
age,86,Rage
old,86,Cold
out,86,Gout
old,86,Cold
out,86,Gout
abscess,86,Abscess
all,86,Fall
all,86,Fall
out,86,Gout
out,86,Gout
all,86,Fall
Hives,100,Hives
diabetic,88,Diabetic
blood pressure,88,Low blood pressure
old,86,Cold
old,86,Cold
muscle twitching,94,Muscle twitching
twitching,89,Twitching
blurred vision,93,Blurred vision
blurred vision,93,Blurred vision
old,86,Cold
out,86,Gout
ovarian cancer,93,Ovarian cancer
old,86,Cold
confused,88,Confused
"upset stomach,",89,Upset stomach
mood swings,91,Mood swings
out,86,Gout
is Irritable,86,Irritable
Irritable,100,Irritable
out,86,Gout
out,86,Gout
old,86,Cold
frustration,91,Frustration
diffrence,86,Indifference
headache,88,Headache
tingling,88,Stinging
all,86,Fall
out,86,Gout
all,86,Fall
old,86,Cold
out,86,Gout
old,86,Cold
old,86,Cold
Cancer),92,Cancer
all,86,Fall
all,86,Fall
all,86,Fall
out,86,Gout
mood swings,91,Mood swings
confused,88,Confused
old,86,Cold
out,86,Gout
out,86,Gout
out,86,Gout
out,86,Gout
out,86,Gout
all,86,Fall
all,86,Fall
out,86,Gout
out,86,Gout
all,86,Fall
allergic reaction,94,Allergic reaction
irregular periods,94,Irregular periods
weird feeling,92,Weird feeling
out,86,Gout
all,86,Fall
all,86,Fall
"yetBowel obstruction,",89,Bowel obstruction
Cyst,100,Cyst
"Stomach cramps,",97,Stomach cramps
food poisoning,93,Food poisoning
poisoning,89,Poisoning
Could,89,Cold
confused,88,Confused
out,86,Gout
all,86,Fall
out,86,Gout
age,86,Rage
all,86,Fall
eating,86,Sweating
all,86,Fall
jaw stiffness,92,Jaw stiffness
stiffness,89,Stiffness
ADHD,100,ADHD
all,86,Fall
out,86,Gout
out,86,Gout
all,86,Fall
old,86,Cold
out,86,Gout
old,86,Cold
all,86,Fall
old,86,Cold
diarrhea,88,Diarrhea
itchy rash,90,Itchy rash
insomnia,88,Insomnia
belching,88,Belching
miscarriage,91,Miscarriage
nauseated,89,Nauseated
dry eyes,88,Dry eyes
old,86,Cold
out,86,Gout
ADHD,100,ADHD
ADHD,100,ADHD
mood swings,91,Mood swings
out,86,Gout
old,86,Cold
old,86,Cold
out,86,Gout
old,86,Cold
out,86,Gout
confused,88,Confused
old,86,Cold
out,86,Gout
vaginal discharge,94,Vaginal discharge
all,86,Fall
Sleep,91,Sleepy
all,86,Fall
all,86,Fall
"Crying,",92,Crying
out,86,Gout
ear,86,Fear
screaming,89,Screaming
out,86,Gout
ever,89,Fever
screaming,89,Screaming
screaming,89,Screaming
out,86,Gout
out,86,Gout
old,86,Cold
old,86,Cold
all,86,Fall
muscle spasm,92,Muscle spasm
feeling sick,92,Feeling sick
ever,89,Fever
ever,89,Fever
ever,89,Fever
Nervosa,86,Nervous
out,86,Gout
Could,89,Cold
out,86,Gout
yeast infection,93,Yeast infection
infection,89,Infection
yeast infections,90,Yeast infection
yeast infection,93,Yeast infection
infection,89,Infection
itching,88,Twitching
confused,88,Confused
out,86,Gout
normal behavior,91,Abnormal behaviour
old,86,Cold
old,86,Cold
out,86,Gout
old,86,Cold
out,86,Gout
out,86,Gout
ever,89,Fever
out,86,Gout
old,86,Cold
old,86,Cold
nervous,86,Nervous
out,86,Gout
old,86,Cold
out,86,Gout
out,86,Gout
all,86,Fall
all,86,Fall
all,86,Fall
all,86,Fall
old,86,Cold
old,86,Cold
old,86,Cold
age,86,Rage
out,86,Gout
out,86,Gout
anxiety,86,Anxiety
eating,86,Sweating
all,86,Fall
all,86,Fall
weightloss,86,Weight loss
overweight,90,Overweight
all,86,Fall
cognitive impairment̢,90,Cognitive impairment
"cognitive impairment,",93,Cognitive impairment
bone loss,89,Bone loss
age,86,Rage
feeling down,92,Feeling down
tension,86,Tension
Cancer,100,Cancer
age,86,Rage
heart attacks,88,Heart attack
bleeding,88,Bleeding
out,86,Gout
old,86,Cold
"muscle pain,",87,Muscle pain
back pain,89,Back pain
"chest pain,",86,Chest pain
numbness,88,Numbness
weakness,88,Weakness
all,86,Fall
MS,100,MS
fibromyalgia,92,Fibromyalgia
out,86,Gout
out,86,Gout
ever,89,Fever
all,86,Fall
nervous,86,Nervous
all,86,Fall
out,86,Gout
out,86,Gout
tingling,88,Stinging
old,86,Cold
out,86,Gout
old,86,Cold
old,86,Cold
all,86,Fall
out,86,Gout
out,86,Gout
out,86,Gout
out,86,Gout
ovarian cysts,88,Ovarian cyst
fatigue,86,Fatigue
all,86,Fall
sore throat,91,Sore throat
pneumonia,89,Pneumonia
all,86,Fall
yest infections,87,Chest infection
bacterial infection,95,Bacterial infection
infection,89,Infection
all,86,Fall
yeast infection,93,Yeast infection
infection,89,Infection
Could,89,Cold
old,86,Cold
all,86,Fall
all,86,Fall
cataract,88,Cataract
out,86,Gout
old,86,Cold
difficulty breathing,95,Difficulty breathing
old,86,Cold
old,86,Cold
out,86,Gout
bleeding,88,Bleeding
confused,88,Confused
other bleeding,86,Mouth bleeding
bleeding,88,Bleeding
old,86,Cold
out,86,Gout
all,86,Fall
all,86,Fall
out,86,Gout
out,86,Gout
out,86,Gout
bleeding,88,Bleeding
old,86,Cold
ovarian cyst,92,Ovarian cyst
"heavy periods,",89,Heavy periods
lightheaded,87,Light-headed
old,86,Cold
out,86,Gout
out,86,Gout
out,86,Gout
all,86,Fall
out,86,Gout
weakness,88,Weakness
tingling,88,Stinging
out,86,Gout
muscle spasms,88,Muscle spasm
all,86,Fall
all,86,Fall
all,86,Fall
all,86,Fall
old,86,Cold
"light-headed,",88,Light-headed
"mood swings,",87,Mood swings
a pain,86,Ear pain
old,86,Cold
coughing,88,Coughing
coughing,88,Coughing
out,86,Gout
a pain,86,Ear pain
passed out,90,Passed out
out,86,Gout
ever,89,Fever
old,86,Cold
old,86,Cold
all,86,Fall
out,86,Gout
all,86,Fall
out,86,Gout
all,86,Fall
out,86,Gout
out,86,Gout
all,86,Fall
out,86,Gout
headache,88,Headache
headache,88,Headache
all,86,Fall
old,86,Cold
out,86,Gout
all,86,Fall
all,86,Fall
old,86,Cold
age,86,Rage
backed out,86,Blacked out
out,86,Gout
"breast cancer,",89,Breast cancer
heart attacks,88,Heart attack
diabetes,88,Diabetes
all,86,Fall
all,86,Fall
"joint pain,",86,Joint pain
heartburn,89,Heartburn
all,86,Fall
Could,89,Cold
memory loss,91,Memory loss
out,86,Gout
neck pain,89,Neck pain
ever,89,Fever
Could,89,Cold
Could,89,Cold
out,86,Gout
Dementia,100,Dementia
out,86,Gout
out,86,Gout
aint,89,Faint
old,86,Cold
old,86,Cold
old,86,Cold
all,86,Fall
eating,86,Sweating
eating,86,Sweating
all,86,Fall
celiac disease,93,Celiac disease
old,86,Cold
out,86,Gout
old,86,Cold
difference,91,Indifference
out,86,Gout
out,86,Gout
out,86,Gout
out,86,Gout
out,86,Gout
out,86,Gout
all,86,Fall
out,86,Gout
out,86,Gout
out,86,Gout
out,86,Gout
all,86,Fall
all,86,Fall
Could,89,Cold
old,86,Cold
eating,86,Sweating
all,86,Fall
miscarriage,91,Miscarriage
out,86,Gout
all,86,Fall
all,86,Fall
out,86,Gout
out,86,Gout
out,86,Gout
out,86,Gout
bleeding,88,Bleeding
old,86,Cold
all,86,Fall
itching,88,Twitching
itching,88,Twitching
itching,88,Twitching
all,86,Fall
all,86,Fall
out,86,Gout
out,86,Gout
out,86,Gout
bleeding,88,Bleeding
old,86,Cold
out,86,Gout
confused,88,Confused
old,86,Cold
old,86,Cold
out,86,Gout
all,86,Fall
bacterial infection,95,Bacterial infection
infection,89,Infection
Could,89,Cold
bacterial infection,95,Bacterial infection
infection,89,Infection
old,86,Cold
being irritated,88,Feeling irritated
all,86,Fall
all,86,Fall
Could,89,Cold
out,86,Gout
out,86,Gout
headache,88,Headache
tingling,88,Stinging
old,86,Cold
old,86,Cold
